cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,source,temperature,humidity
750.0,0.0,0.0,180.0,0.0,852.0,568.0,3.0,61.0,D3,20.8,0.44
750.0,0.0,0.0,180.0,0.0,852.0,568.0,7.0,75.2,D3,23.1,0.49
750.0,0.0,0.0,180.0,0.0,852.0,568.0,28.0,94.3,D3,23.1,0.35
750.0,0.0,0.0,180.0,0.0,852.0,568.0,90.0,98.0,D3,24.3,0.45
750.0,0.0,0.0,180.0,0.0,852.0,568.0,180.0,100.1,D3,23.9,0.48
750.0,0.0,0.0,180.0,0.0,852.0,568.0,365.0,108.2,D3,23.0,0.42
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,3.0,35.52,D3,19.7,0.45
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,7.0,46.56,D3,26.9,0.42
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,28.0,63.8,D3,19.2,0.41
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,90.0,68.6,D3,23.9,0.43
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,180.0,67.0,D3,22.9,0.41
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,365.0,78.5,D3,19.7,0.48
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,3.0,33.86,D3,21.8,0.41
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,7.0,41.09,D3,21.8,0.4
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,28.0,61.3,D3,24.6,0.54
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,90.0,68.0,D3,20.6,0.5
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,180.0,70.9,D3,21.5,0.36
428.5714285714286,0.0,0.0,180.0,0.0,1044.857142857143,696.5714285714286,365.0,75.4,D3,17.3,0.41
750.0,0.0,0.0,180.0,0.0,852.0,568.0,3.0,55.7,D3,25.5,0.46
750.0,0.0,0.0,180.0,0.0,852.0,568.0,7.0,62.6,D3,19.9,0.47
750.0,0.0,0.0,180.0,0.0,852.0,568.0,28.0,75.6,D3,22.7,0.38
750.0,0.0,0.0,180.0,0.0,852.0,568.0,90.0,80.7,D3,21.8,0.51
750.0,0.0,0.0,180.0,0.0,852.0,568.0,180.0,81.8,D3,21.8,0.49
750.0,0.0,0.0,180.0,0.0,852.0,568.0,365.0,87.0,D3,23.6,0.47
720.0,0.0,0.0,180.0,0.0,870.0,580.0,3.0,59.8,D3,25.3,0.52
720.0,0.0,0.0,180.0,0.0,870.0,580.0,7.0,67.7,D3,22.5,0.47
720.0,0.0,0.0,180.0,0.0,870.0,580.0,28.0,79.6,D3,23.3,0.47
720.0,0.0,0.0,180.0,0.0,870.0,580.0,90.0,82.7,D3,22.7,0.53
720.0,0.0,0.0,180.0,0.0,870.0,580.0,180.0,83.4,D3,24.0,0.51
720.0,0.0,0.0,180.0,0.0,870.0,580.0,365.0,85.1,D3,21.1,0.41
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,3.0,36.35,D3,24.2,0.48
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,7.0,45.57,D3,24.2,0.42
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,28.0,54.9,D3,24.2,0.48
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,90.0,67.2,D3,20.7,0.47
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,180.0,68.0,D3,21.7,0.38
500.0,0.0,0.0,180.0,0.0,1002.0,668.0,365.0,74.1,D3,22.5,0.44
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,3.0,33.28,D3,19.3,0.46
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,7.0,38.43,D3,25.2,0.43
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,28.0,50.8,D3,22.0,0.47
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,90.0,51.63,D3,22.6,0.49
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,180.0,53.37,D3,20.8,0.45
450.0,0.0,0.0,180.0,0.0,1032.0,688.0,365.0,56.3,D3,19.3,0.46
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,11.19,D3,20.8,0.52
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,11.33,D3,22.4,0.47
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,12.22,D3,23.3,0.46
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,13.38,D3,22.3,0.4
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,13.66,D3,22.7,0.48
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,13.79,D3,21.3,0.47
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.14,D3,23.0,0.51
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.2,D3,25.0,0.45
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.27,D3,23.4,0.36
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.68,D3,23.6,0.36
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,14.96,D3,22.6,0.49
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.16,D3,19.0,0.42
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.16,D3,19.9,0.47
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.57,D3,22.9,0.46
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.57,D3,22.0,0.44
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.71,D3,22.9,0.45
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.78,D3,25.4,0.41
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.85,D3,23.5,0.45
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,15.98,D3,24.5,0.42
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.05,D3,22.2,0.43
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.12,D3,20.4,0.43
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.19,D3,21.9,0.44
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.26,D3,20.4,0.5
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.26,D3,25.1,0.44
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.26,D3,23.6,0.5
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.39,D3,23.0,0.53
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.39,D3,24.5,0.49
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.46,D3,18.0,0.48
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.53,D3,23.2,0.47
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.53,D3,19.4,0.49
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.53,D3,22.0,0.45
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.53,D3,21.4,0.5
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.6,D3,23.3,0.48
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,16.74,D3,22.5,0.43
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.01,D3,24.7,0.49
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.22,D3,20.8,0.45
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.35,D3,23.4,0.44
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.42,D3,22.3,0.43
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.49,D3,18.7,0.46
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.56,D3,20.2,0.5
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.7,D3,21.7,0.49
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.7,D3,24.2,0.47
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.76,D3,22.9,0.48
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.76,D3,19.7,0.51
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.9,D3,21.7,0.44
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.9,D3,26.0,0.39
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.9,D3,22.2,0.52
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,17.97,D3,21.3,0.42
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.04,D3,23.0,0.42
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.04,D3,23.5,0.36
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.17,D3,21.1,0.48
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.17,D3,23.0,0.37
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.17,D3,21.3,0.41
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.24,D3,23.4,0.48
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.38,D3,22.3,0.49
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.45,D3,23.0,0.42
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.52,D3,20.5,0.44
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.59,D3,20.4,0.41
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.59,D3,23.9,0.42
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.72,D3,21.8,0.46
360.0,0.0,0.0,180.0,0.0,1086.0,724.0,28.0,18.86,D3,22.6,0.42
